0.00,0.00,0.10,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.09,0.00,0.00,0.00,0.00,0.10,0.09,0.10,0.00,0.00,0.00,0.00,0.10,0.11,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00
0.00,0.06,0.00,0.07,0.08,0.00,0.07,0.00,0.08,0.08,0.07,0.00,0.06,0.08,0.00,0.07,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00
0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.11,0.00,0.00,0.00,0.00,0.00
