0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.00,0.00,0.00,0.10,0.10,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00
0.00,0.07,0.00,0.07,0.07,0.00,0.07,0.00,0.07,0.07,0.07,0.00,0.07,0.07,0.00,0.07,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00
0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00
